date,geography,geography code,Rural Urban,Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: All persons; Economic Activity: Economically active; measures: Value,Sex: All persons; Economic Activity: Economically active: In employment; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value,Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value,Sex: All persons; Economic Activity: Economically Inactive; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value,Sex: All persons; Economic Activity: Long-term unemployed; measures: Value,Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Males; Economic Activity: Economically active; measures: Value,Sex: Males; Economic Activity: Economically active: In employment; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Males; Economic Activity: Economically Inactive; measures: Value,Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Males; Economic Activity: Economically inactive: Other; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Males; Economic Activity: Long-term unemployed; measures: Value,Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Females; Economic Activity: Economically active; measures: Value,Sex: Females; Economic Activity: Economically active: In employment; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Females; Economic Activity: Economically Inactive; measures: Value,Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Females; Economic Activity: Economically inactive: Other; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Females; Economic Activity: Long-term unemployed; measures: Value,RowID
2011,Havant,E07000090,Total,86247,59601,53672,13080,32329,8263,3444,2485,26646,14894,2947,3824,3586,1395,987,720,447,1396,42202,31579,28414,2366,19826,6222,2081,1084,10623,6253,1541,378,1842,609,646,474,294,775,44045,28022,25258,10714,12503,2041,1363,1401,16023,8641,1406,3446,1744,786,341,246,153,621,249
2011,New Forest,E07000091,Total,124798,86776,80253,19709,45549,14995,3288,3235,38022,24595,3425,4728,3528,1746,901,893,332,1258,60470,45418,42059,3565,28359,10135,1899,1460,15052,10401,1714,352,1831,754,561,561,211,662,64328,41358,38194,16144,17190,4860,1389,1775,22970,14194,1711,4376,1697,992,340,332,121,596,250
2011,Rushmoor,E07000092,Total,69652,54145,49311,9362,34397,5552,2593,2241,15507,6814,2640,2776,1865,1412,785,523,331,979,35014,29155,26721,1764,20937,4020,1427,1007,5859,2930,1289,189,874,577,484,331,185,481,34638,24990,22590,7598,13460,1532,1166,1234,9648,3884,1351,2587,991,835,301,192,146,498,251
2011,Test Valley,E07000093,Total,84652,62141,57783,12473,36237,9073,2133,2225,22511,13087,2837,3417,2047,1123,608,510,201,761,41722,32988,30810,2228,22640,5942,1187,991,8734,5568,1448,224,994,500,386,308,112,382,42930,29153,26973,10245,13597,3131,946,1234,13777,7519,1389,3193,1053,623,222,202,89,379,252
2011,Winchester,E07000094,Total,84495,60029,54075,11434,32339,10302,1943,4011,24466,12223,5665,3310,1882,1386,518,482,186,680,41188,31510,28764,2155,19945,6664,1100,1646,9678,5132,2594,207,988,757,326,307,113,356,43307,28519,25311,9279,12394,3638,843,2365,14788,7091,3071,3103,894,629,192,175,73,324,253
2011,Ashford,E07000105,Total,84252,61189,55559,12334,33223,10002,3058,2572,23063,12141,2771,4114,2626,1411,876,638,375,1115,41044,32412,29433,2235,20169,7029,1774,1205,8632,5036,1406,318,1279,593,541,395,220,596,43208,28777,26126,10099,13054,2973,1284,1367,14431,7105,1365,3796,1347,818,335,243,155,519,254
2011,Canterbury,E07000106,Total,111867,71322,59993,14268,34938,10787,3410,7919,40545,16830,13955,4037,3717,2006,1015,735,461,1313,54172,36816,31351,3051,20823,7477,1988,3477,17356,7109,6873,373,1984,1017,653,453,294,698,57695,34506,28642,11217,14115,3310,1422,4442,23189,9721,7082,3664,1733,989,362,282,167,615,255
2011,Dartford,E07000107,Total,70488,53184,48120,9765,31440,6915,3099,1965,17304,8359,2468,3131,2098,1248,951,572,418,1188,35009,28315,25660,1744,18637,5279,1765,890,6694,3674,1220,236,1042,522,587,383,249,620,35479,24869,22460,8021,12803,1636,1334,1075,10610,4685,1248,2895,1056,726,364,189,169,568,256
2011,Dover,E07000108,Total,80786,54478,48919,11864,29124,7931,3607,1952,26308,14215,3208,3578,3596,1711,1006,755,485,1403,40133,29045,25954,2533,17877,5544,2206,885,11088,6261,1619,405,1980,823,646,500,311,754,40653,25433,22965,9331,11247,2387,1401,1067,15220,7954,1589,3173,1616,888,360,255,174,649,257
2011,Gravesham,E07000109,Total,73191,51903,46129,10560,28617,6952,3714,2060,21288,9904,3057,3866,2792,1669,1104,629,629,1437,36216,27982,24954,1996,17692,5266,2111,917,8234,4254,1540,284,1415,741,662,416,330,771,36975,23921,21175,8564,10925,1686,1603,1143,13054,5650,1517,3582,1377,928,442,213,299,666,258
2011,Maidstone,E07000110,Total,113231,82528,75777,16283,46737,12757,3848,2903,30703,16310,4079,5095,3098,2121,1216,812,523,1399,56249,44332,40770,3069,28618,9083,2225,1337,11917,6840,2135,343,1564,1035,732,539,310,736,56982,38196,35007,13214,18119,3674,1623,1566,18786,9470,1944,4752,1534,1086,484,273,213,663,259
2011,Sevenoaks,E07000111,Total,82098,58707,54533,11527,31826,11180,2332,1842,23391,12531,3353,4448,1786,1273,605,623,269,870,40089,31493,29289,1988,19536,7765,1378,826,8596,5244,1679,273,875,525,348,389,143,487,42009,27214,25244,9539,12290,3415,954,1016,14795,7287,1674,4175,911,748,257,234,126,383,260
2011,Folkestone and Hythe,E07000112,Total,77938,52387,46534,11151,27386,7997,3576,2277,25551,13794,2869,3486,3785,1617,953,766,485,1464,38889,28216,24942,2386,16825,5731,2240,1034,10673,5989,1409,377,2129,769,640,510,318,857,39049,24171,21592,8765,10561,2266,1336,1243,14878,7805,1460,3109,1656,848,313,256,167,607,261
2011,Swale,E07000113,Total,98607,67913,61155,13844,37613,9698,4538,2220,30694,14903,3660,5110,4380,2641,1461,843,798,1763,49131,36535,32897,2596,23365,6936,2667,971,12596,6361,1832,452,2430,1521,941,560,473,962,49476,31378,28258,11248,14248,2762,1871,1249,18098,8542,1828,4658,1950,1120,520,283,325,801,262
2011,Thanet,E07000114,Total,94452,61272,53119,13626,29937,9556,5358,2795,33180,17231,4016,4632,5273,2028,1632,1121,860,2347,45734,31943,27346,3038,17547,6761,3241,1356,13791,7324,2177,534,2828,928,1032,754,501,1378,48718,29329,25773,10588,12390,2795,2117,1439,19389,9907,1839,4098,2445,1100,600,367,359,969,263
2011,Tonbridge and Malling,E07000115,Total,86435,63039,58121,12690,35663,9768,2580,2338,23396,12531,3426,4073,2123,1243,790,539,313,931,42382,33427,30924,2199,21943,6782,1506,997,8955,5293,1809,229,1111,513,475,371,196,481,44053,29612,27197,10491,13720,2986,1074,1341,14441,7238,1617,3844,1012,730,315,168,117,450,264
2011,Tunbridge Wells,E07000116,Total,82052,59986,55524,11265,33121,11138,2421,2041,22066,10378,3905,4191,2197,1395,610,575,235,890,40955,32533,30055,2221,20332,7502,1492,986,8422,4475,1869,274,1164,640,402,393,156,511,41097,27453,25469,9044,12789,3636,929,1055,13644,5903,2036,3917,1033,755,208,182,79,379,265
2011,Cherwell,E07000177,Total,103269,78160,72552,15063,46827,10662,2936,2672,25109,12694,3560,3950,2539,2366,852,598,350,1015,51576,41456,38537,2683,28653,7201,1699,1220,10120,5306,1804,311,1252,1447,547,365,236,516,51693,36704,34015,12380,18174,3461,1237,1452,14989,7388,1756,3639,1287,919,305,233,114,499,266
2011,Oxford,E07000178,Total,118437,74923,63453,12360,42867,8226,3801,7669,43514,8346,25539,4204,3129,2296,974,602,554,1507,59220,39077,33106,3339,24432,5335,2223,3748,20143,3541,13518,364,1724,996,587,397,309,846,59217,35846,30347,9021,18435,2891,1578,3921,23371,4805,12021,3840,1405,1300,387,205,245,661,267
2011,South Oxfordshire,E07000179,Total,96892,72820,68205,13591,41976,12638,2446,2169,24072,13471,3378,3848,1809,1566,666,602,257,880,48112,38763,36304,2438,25742,8124,1424,1035,9349,5566,1798,245,914,826,429,400,164,483,48780,34057,31901,11153,16234,4514,1022,1134,14723,7905,1580,3603,895,740,237,202,93,397,268
